id,fund_id,manager_ar,manager_en,name_en,name_ar,short_name_ar,short_name_en,objective,category_ar,category_en,goals_ar,goals_en,sharia_compliant,logo,compare_index_ar,compare_index_en,inception_date,inception_price,currency,investment_percent,profit,risk,duration,index,ratio,aum,valuation_date,valuation_days_ar,valuation_days_en,announcement_days_ar,announcement_days_en,nav_per_unit,show,created_at,updated_at,minimum_subscription
"315","104002","شركة الأول كابيتال","Alawwal Capital Company","Alawwal Saudi Equity Fund","صندوق الأول للأسهم السعودية","الأول للأسهم","ALAWWL SA STK","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"1","ALAWWAL.png","","","2009-09-01","9.9882","SAR","0","19.18","3","",\N,\N,"4063730","2023-06-08","يومي","Daily","يومي","Daily","36.7765","1",\N,"2023-06-12 04:07:57","10,000"
"316","104004","شركة الأول كابيتال","Alawwal Capital Company","Alawwal Periodical Income Fund","صندوق الأول للدخل الدوري","الدخل الدوري","Per incom","4","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"1","ALAWWAL.png","","","2012-03-10","9.9902","SAR","0","10.65","3","",\N,\N,"10838377","2023-05-30","يومي","Daily","يومي","Daily","9.8224","1",\N,"2023-06-01 04:09:52","10,000"
"317","133005","شركة دراية المالية","Derayah Financial Co","Derayah FreeStyle Saudi Equity fund","صندوق دراية المرن للأسهم السعودية","دراية المرن للأسهم السعودية","FreeStyle Saudi Equity fund","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"1","derayah.png","مؤشرأس أند بي للأسهم السعودية المتوافقة مع الشريعة الأسلامية.","S&P Saudi Arabia Shariah TR Index","2016-02-07","10","SAR","0","19.99","3","",\N,\N,"284810448.6","2023-05-15","الإثنين والخميس","Monday and Thursday","الأحد والثلاثاء","Sunday and Tuesday","30.4856","1",\N,"2023-05-17 04:45:08","10,000"
"318","135001","بيت المال الخليجي","Bait Al Mal Al Khaleeji","BMK Saudi Equity Fund","صندوق بيت المال الخليجي للأسهم السعودية","بي ام كي للأسهم السعودية","BMK Saudi Equity","4","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"0","bmk.png","مؤشر سوق األسهم السعودية","TASI","2014-05-07","10.0108","SAR","0","3.62","3","",\N,\N,"22583438.43","2023-05-01","الإثنين و الأربعاء","Monday and Wednesday","الثلاثاء و الخميس","Tuesday and Thursday","30.0699","1",\N,"2023-05-03 04:17:49","2,000"
"319","135002","بيت المال الخليجي","Bait Al Mal Al Khaleeji","BMK IPO Fund","صندوق بي ام كي للإصدارات الأولية","صندوق بي ام كي للإصدارات الأولية","BMK IPO Fund","4","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"0","bmk.png","S&P BMK IPO Index","S&P BMK IPO Index","2014-10-29","9.9994","SAR","0","0.77","3","",\N,\N,"4092617.03","2023-05-01","الإثنين و الأربعاء","Monday and Wednesday","الثلاثاء و الخميس","Tuesday and Thursday","13.64","1",\N,"2023-05-03 04:18:12","2,000"
"320","135003","بيت المال الخليجي","Bait Al Mal Al Khaleeji","BMK Saudi Freestyle Equity Fund Sharia Compliant","صندوق بيت المال الخليجي المرن للأسهم السعودية","صندوق بيت المال الخليجي المرن للأسهم","BMK Saudi Freestyle Equity Fund","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"1","bmk.png","BMK Saudi Equity Sharia Compliant Index","BMK Saudi Equity Sharia Compliant Index","2019-05-19","9.9983","SAR","0","13.02","3","",\N,\N,"6923330.85","2023-05-15","الإثنين و الأربعاء","Monday and Wednesday","الثلاثاء و الخميس","Tuesday and Thursday","16.1783","1",\N,"2023-05-17 04:40:52","2,000"
"321","138001","شركة مشاركة المالية","Musharaka Capital Company","Musharaka Saudi Equity Fund","صندوق مشاركة للأسهم السعودية","مشاركة للأسهم السعودية","Saudi Equity Fund","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"1","Musharaka.png","مؤشر السوق الرئيسية - تاسي","TASI","2014-11-02","9.9989","SAR","6005018.02","12.23","3","",\N,\N,"7862034.39","2023-05-28","يومي","Daily","يومي","Daily","13.7535","1",\N,"2023-05-30 04:01:05","10,000"
"322","139001","شركة اشمور للاستثمار السعودية","Ashmore Investment Saudi Arabia","Ashmore Saudi Equity Fund - Class A","صندوق أشمور للأسهم السعودية - الفئة أ","صندوق أشمور للأسهم السعودية","Ashmore Saudi Equity Fund","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"0","Ashmore.jpg","مؤشر تداول للأسهم السعودية","TASI","2015-01-06","10","SAR","0","8.88","3","",\N,\N,"2433683","2023-05-01","من الاثنين حتى الاربعاء","Monday to Wednesday","الثلاثاء و الخميس","Tuesday and Thursday","24.6892","1",\N,"2023-05-03 04:38:10","10,000"
"323","155002","مجموعة النفيعي للاستثمار","Al-Nefaie Investment Group","Comprehensive Equity Fund","الصندوق الشامل للأسهم","الشامل للأسهم","Comprehensive Equity","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"1","alnefaie.png","IdealRatings","IdealRatings","2015-04-15","9.9993","SAR","0","14.15","3","",\N,\N,"889474","2023-05-01","الإثنين و الأربعاء","Monday and Wednesday","الإثنين و الأربعاء","Monday and Wednesday","8.1587","1",\N,"2023-05-03 04:04:17","10,000"
"324","156001","بلوم للإستثمار السعودية","Blominvest Saudi Arabia","BLOM SAUDI ARABIA FUND","صندوق بلوم السعودي","صندوق بلوم السعودي","BLOM SAUDI ARABIA FUND","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"0","Blominvest.png","مؤشر تداول للأسهم السعودي","Tadawul All Share Index","2011-06-14","1000","SAR","1238500","11.73","3","",\N,\N,"14217216.53","2023-05-15","الإثنين و الأربعاء","Monday and Wednesday","الثلاثاء و الخميس","Tuesday and Thursday","2855.66","1",\N,"2023-05-17 04:13:14","10,000"
"325","156004","بلوم للإستثمار السعودية","Blominvest Saudi Arabia","Blom MSCI Saudi Arabia Select Min Vol Fund","صندوق مؤشر بلوم ام اس سي آي السعودي لعامل التباين الادنى","صندوق مؤشر بلوم ام اس سي آي","Blominvol","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"0","Blominvest.png","MSCI Saudi Arabia Domestic IMI Islamic Custom Minimum Volatility Index","MSCI Saudi Arabia Domestic IMI Islamic Custom Minimum Volatility Index","2017-07-18","100","SAR","3200000","4.02","3","",\N,\N,"109421545.27","2023-05-30","يومي","Daily","يومي","Daily","183.3121","1",\N,"2023-06-01 04:06:12","10,000"
"326","156005","بلوم للإستثمار السعودية","Blominvest Saudi Arabia","BLOM FUND OF REITS FUND","صندوق بلوم القابض لصناديق الريت","صندوق بلوم القابض لصناديق الريت","BLOM FUND OF REITS FUND","4","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"1","Blominvest.png","مؤشر صناديق الإستثمار العقارية المتداولة ريت السعودي الإسلامي من شركة أيديل رايتينغ","Traded Real Estate Fund (RIET) RIETS Saudi Islamic Fund of Ideal Rating Company","2018-04-16","100","SAR","10000000","-13.9","3","",\N,\N,"18762984.3","2023-05-15","الإثنين و الأربعاء","Monday and Wednesday","الثلاثاء و الخميس","Tuesday and Thursday","111.6872","1",\N,"2023-05-17 04:14:44","100,000"
"327","158002","جي آي بي كابيتال","GIB Capital","GIB Opportunistic Saudi Equity Fund - Class (B)","جي آي بي لفرص الأسهم السعودية - الفئة (ب)","جي آي بي لفرص الأسهم السعودية - ب","GIBOSEF - B","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"1","GIB.png","مؤشر إس آند بي العائد الكلي المحلي للأسهم السعودية الشرعية بالعملة المحلية","S&P Saudi Arabia Domestic Shariah Total Return in Local Currency Index","2017-12-31","10","SAR","0","10.24","3","",\N,\N,"93178410.3","2023-05-07","الأحد والثلاثاء","Sunday and Tuesday","الإثنين و الأربعاء","Monday and Wednesday","20.4607","1",\N,"2023-05-09 04:03:48","10,000"
"328","158003","جي آي بي كابيتال","GIB Capital","GIB Opportunistic Saudi Equity Fund - Class (C)","جي آي بي لفرص الأسهم السعودية - الفئة (ج)","جي آي بي لفرص الأسهم السعودية - ج","GIBOSEF - C","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"1","GIB.png","مؤشر إس آند بي العائد الكلي المحلي للأسهم السعودية الشرعية بالعملة المحلية","S&P Saudi Arabia Domestic Shariah Total Return in Local Currency Index","2017-12-31","10","SAR","0","10.79","3","",\N,\N,"46555319.28","2023-05-07","الأحد والثلاثاء","Sunday and Tuesday","الإثنين و الأربعاء","Monday and Wednesday","22.0252","1",\N,"2023-05-09 04:07:57","10,000"
"329","158005","جي آي بي كابيتال","GIB Capital","GIB Saudi Equity Fund - Class B","صندوق جي آي بي للأسهم السعودية - الفئة (ب)","صندوق جي آي بي للأسهم السعودية - ب","GIBSEF - B","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"0","GIB.png","مؤشر إس آند بي العائد الكلي المحلي للأسهم السعودية بالعملة المحلية","S&P Saudi Arabia Domestic Total Return in Local Currency Index","2017-01-31","10","SAR","0","8.32","3","",\N,\N,"81461774.99","2023-05-21","الأحد والثلاثاء","Sunday and Tuesday","الإثنين و الأربعاء","Monday and Wednesday","19.5044","1",\N,"2023-05-23 04:23:22","10,000"
"330","158006","جي آي بي كابيتال","GIB Capital","GIB Saudi Equity Fund - Class C","صندوق جي آي بي للأسهم السعودية - الفئة (ج)","صندوق جي آي بي للأسهم السعودية - ج","GIBSEF - C","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"0","GIB.png","مؤشر إس آند بي العائد الكلي المحلي للأسهم السعودية بالعملة المحلية","S&P Saudi Arabia Domestic Total Return in Local Currency Index","2018-01-31","10","SAR","0","7.29","3","",\N,\N,"43825549.05","2023-05-30","الإثنين و الأربعاء","Monday and Wednesday","الإثنين و الأربعاء","Monday and Wednesday","20.6653","1",\N,"2023-06-01 04:04:17","10,000"
"331","159001","شركة ألفا المالية","Alpha Capital Company","Alpha Saudi Equity Fund","صندوق ألفا للأسهم السعودية","صندوق ألفا للأسهم السعودية","ASEF","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"1","ALPHA.png","S&P Saudi Shariah","S&P Saudi Shariah","2018-07-25","10","SAR","0","16.04","3","",\N,\N,"300143081.52","2023-06-05","الإثنين و الأربعاء","Monday and Wednesday","الثلاثاء و الخميس","Tuesday and Thursday","24.1565","1",\N,"2023-06-07 04:19:43","10,000"
"332","003214","شركة الاستثمار للأوراق المالية والوساطة","Alistithmar for Financial Securities and Brokerage","Alistithmar Capital Freestyle Saudi Equity Fund","صندوق الاستثمار كابيتال المرن للأسهم السعودية",\N,\N,"1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"1","fund/logo.png",\N,\N,"2021-11-15","10","SAR",\N,"22.64","3",\N,\N,\N,"160936874","2023-06-11","يومي","Daily","يومي","Daily","12.2443","0","2021-11-20 18:57:25","2023-06-13 04:04:05","5,000"
"333","011099","شركة الأهلي المالية","SNB Capital","AlAhli - King Saud University Waqf Fund","صندوق الأهلي وجامعة الملك سعود الوقفي",\N,\N,"3",\N,\N,\N,\N,"1","fund/logo.png",\N,\N,"2021-08-01","0.9999","SAR",\N,"-0.17","2",\N,\N,\N,"9682661.72","2023-01-05","من الإثنين حتى الخميس","Monday to Thursday","من الإثنين حتى الخميس","Monday to Thursday","0.9537","0","2021-11-20 18:57:25","2023-01-09 04:05:18","100"
"334","001056","شركة الرياض المالية","Riyad Capital Company","Riyad Opportunities Fund","صندوق الرياض للفرص",\N,\N,"1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"0","fund/logo.png",\N,\N,"2021-11-14","10","SAR",\N,"18.53","3",\N,\N,\N,"184816181.4","2023-06-01","الإثنين والخميس","Monday and Thursday","الأحد والثلاثاء","Sunday and Tuesday","15.4447","0","2021-11-29 07:05:57","2023-06-05 04:06:36","5,000"
"335","163001","الوطني لإدارة الثروات","Watani Wealth Management","AlWatani Saudi Equity Fund","صندوق الوطني للأسھم السعودیة",\N,\N,"1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"0","fund/logo.png",\N,\N,"2021-12-12","10","SAR",\N,"17.2435","3",\N,\N,\N,"24000070.8","2023-06-08","الإثنين والخميس","Monday and Thursday","الأحد والثلاثاء","Sunday and Tuesday","12.2206","0","2021-12-14 07:06:13","2023-06-12 04:51:14","10,000"
"336","158004","جي آي بي كابيتال","GIB Capital","GIB Saudi Equity Fund - Class A","صندوق جي آي بي للأسهم السعودية - الفئة (أ)",\N,\N,"1","صناديق الأسهم - محلية",\N,\N,\N,"0","fund/logo.png",\N,\N,"2017-01-31","10","SAR",\N,"0","3",\N,\N,\N,"0","2023-05-21","الأحد والثلاثاء","Sunday and Tuesday","الإثنين و الأربعاء","Monday and Wednesday","10","0","2022-03-17 07:05:52","2023-05-23 04:23:27","10,000,000"
"337","158001","جي آي بي كابيتال","GIB Capital","GIB Opportunistic Saudi Equity Fund - Class (A)","جي آي بي لفرص الأسهم السعودية - الفئة (أ)",\N,\N,"1","صناديق الأسهم - محلية",\N,\N,\N,"0","fund/logo.png",\N,\N,"2017-12-26","10","SAR",\N,"0","3",\N,\N,\N,"0","2023-04-25","الأحد والثلاثاء","Sunday and Tuesday","الإثنين و الأربعاء","Monday and Wednesday","10","0","2022-03-17 07:05:52","2023-04-27 04:28:54","10,000,000"
"338","005031","السعودي الفرنسي كابيتال","Saudi Fransi Capital","Saudi Fransi Capital Fixed Income Fund Class B","صندوق السعودي الفرانسي كابيتال للدخل الثابت - فئة ب",\N,\N,"4",\N,\N,\N,\N,"1","fund/logo.png",\N,\N,"2022-04-13","10","SAR",\N,"0.07","2",\N,\N,\N,"117507357.74","2023-01-04","الإثنين و الأربعاء","Monday and Wednesday","الثلاثاء و الخميس","Tuesday and Thursday","9.9682","0","2022-04-17 07:05:33","2023-01-09 04:05:19","2,000"
"339","005030","السعودي الفرنسي كابيتال","Saudi Fransi Capital","Saudi Fransi Capital Fixed Income Fund Class A","صندوق السعودي الفرانسي كابيتال للدخل الثابت - فئة أ",\N,\N,"4",\N,\N,\N,\N,"1","fund/logo.png",\N,\N,"2022-04-13","10","SAR",\N,"0.08","2",\N,\N,\N,"23836295.56","2023-01-04","الإثنين و الأربعاء","Monday and Wednesday","الثلاثاء و الخميس","Tuesday and Thursday","9.9892","0","2022-04-17 07:05:34","2023-01-09 04:05:19","10,000,000"
"340","139005","شركة اشمور للاستثمار السعودية","Ashmore Investment Saudi Arabia","Ashmore Saudi Equity Fund - Class B","صندوق اشمور للأسهم السعودية - الفئة ب",\N,\N,"1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"0","fund/logo.png",\N,\N,"2022-05-19","26.0243","SAR",\N,"11.14","3",\N,\N,\N,"40280460","2023-06-07","الإثنين و الأربعاء","Monday and Wednesday","الثلاثاء و الخميس","Tuesday and Thursday","25.2788","0","2022-06-01 07:05:58","2023-06-11 04:07:53","10,000,000"
"341","164001","معيار المالية","Miyar Capital","Miyar Murabaha Fund","صندوق معيار للمرابحة",\N,\N,"4",\N,\N,\N,\N,"1","fund/logo.png",\N,\N,"2022-07-03","10","SAR",\N,"4.06","1",\N,\N,\N,"28083492.61","2023-01-05","يومي","Daily","يومي","Daily","10.1501","0","2022-07-05 07:05:23","2023-01-09 04:05:18","5,000"
"342","012048","الراجحي المالية","Al Rajhi Capital","Health Awqaf Fund","صندوق الأوقاف الصحية",\N,\N,"2",\N,\N,\N,\N,"1","fund/logo.png",\N,\N,"2022-08-21","1","SAR",\N,"-0.04","3",\N,\N,\N,"1577396.5","2023-01-10","يومي","Daily","يومي","Daily","1.0019","0","2022-08-23 07:05:22","2023-01-12 04:17:55","1"
"343","012049","الراجحي المالية","Al Rajhi Capital","Al Rajhi Monthly Distribution Fund","صندوق الراجحي للتوزيعات الشهرية",\N,\N,"2",\N,\N,\N,\N,"1","fund/logo.png",\N,\N,"2022-09-05","9.9996","SAR",\N,"0.42","3",\N,\N,\N,"331906321.12","2023-01-10","يومي","Daily","يومي","Daily","9.8409","0","2022-09-07 08:57:07","2023-01-12 04:17:55","1,000"
"344","014014","شركة البلاد للاستثمار","ALBILAD Investment Co","Albilad multi assets balanced fund","صندوق البلاد متعدد الأصول المتوازن",\N,\N,"4",\N,\N,\N,\N,"1","fund/logo.png",\N,\N,"2022-12-13","10","SAR",\N,"0.33","2",\N,\N,\N,"10185829.56","2023-01-08","الأحد والاربعاء","Sunday and Wednesday","الإثنين والخميس","Monday and Thursday","10.0823","0","2022-12-18 04:05:24","2023-01-10 04:15:18","500"
"345","011161","شركة الأهلي المالية","SNB Capital","SNB Capital Global Megatrends Fund","صندوق الأهلي العالمي للقطاعات الواعدة",\N,\N,"1",\N,\N,\N,\N,"0","fund/logo.png",\N,\N,"2022-09-08","1.002","USD",\N,"3.84","3",\N,\N,\N,"102853888.2","2023-01-08","يومي","Daily","يومي","Daily","2.7784","0","2022-12-25 04:05:23","2023-01-09 04:05:18","2,000"
"346","158012","جي آي بي كابيتال","GIB Capital","GIB MENA ESG Equity Fund - Class C","صندوق جي آي بي لأسهم الشرق الأوسط وشمال أفريقيا بمعايير إي أس جي - ج",\N,\N,"1","صناديق الأسهم - محلية",\N,\N,\N,"0","fund/logo.png",\N,\N,"2022-12-28","10.0058","SAR",\N,"7.21","3",\N,\N,\N,"56112638.88","2023-05-23","الأحد والثلاثاء","Sunday and Tuesday","الإثنين و الأربعاء","Monday and Wednesday","10.708","0","2023-01-05 04:05:16","2023-05-25 04:05:15","10,000"
"347","158011","جي آي بي كابيتال","GIB Capital","GIB MENA ESG Equity Fund - Class B","صندوق جي آي بي لأسهم الشرق الأوسط وشمال أفريقيا بمعايير إي أس جي - ب",\N,\N,"1","صناديق الأسهم - محلية",\N,\N,\N,"0","fund/logo.png",\N,\N,"2022-12-28","10","SAR",\N,"0","3",\N,\N,\N,"0","2023-05-30","الأحد والثلاثاء","Sunday and Tuesday","الإثنين و الأربعاء","Monday and Wednesday","10","0","2023-01-05 04:05:16","2023-06-01 04:03:39","10,000"
"348","158010","جي آي بي كابيتال","GIB Capital","GIB MENA ESG Equity Fund - Class A","صندوق جي آي بي لأسهم الشرق الأوسط وشمال أفريقيا بمعايير إي أس جي - أ",\N,\N,"1","صناديق الأسهم - محلية",\N,\N,\N,"0","fund/logo.png",\N,\N,"2022-12-28","10","SAR",\N,"0","3",\N,\N,\N,"0","2023-05-02","الأحد والثلاثاء","Sunday and Tuesday","الإثنين و الأربعاء","Monday and Wednesday","10","0","2023-01-05 04:05:16","2023-05-04 04:18:26","10,000,000"
